resnet_prob,ridnet_pca_128_prob,ridnet_pca_128_face_prob,ridnet_pca_256_prob,ridnet_pca_256_face_prob,label
0.9378411209178603,0.999999999174531,0.9999999988993271,0.9999998725945936,1.0,1
0.9829062658997149,0.9944145463023885,0.995956686960317,1.0,1.0,1
0.9186119850627488,0.9988514594566998,0.999849921391469,1.0,0.9999999999994806,1
0.7877851490203366,0.9742986113591923,0.9873219502128324,0.9999942365340394,1.0,1
0.6081263008724955,0.9999153974646892,0.9998952260549995,1.1490805010493522e-10,1.0,1
0.8800248062735659,0.6865961068970857,0.59596399538761,1.0,1.0,1
0.018632262869299258,1.6002845023116503e-11,4.784490556853725e-13,7.768581459697824e-129,5.656567798273692e-122,0
0.5423434052370251,0.004479183628296312,7.227450697660183e-06,3.740419062968652e-98,1.2734804324641922e-64,0
0.5676350194540608,0.05432950650529136,0.050090221125647046,9.914989353825522e-31,1.9101564047780058e-11,1
0.524380839387187,0.7986009464772468,0.9861629476713049,0.9999999995134818,0.9999999999999967,1
0.3111008431617424,0.9984291096729938,0.9370223503310331,1.0,1.0,1
0.8123065442314442,0.842828858309013,0.9178046372708528,0.9999446001650075,0.9999999996941964,1
0.19664079550148464,0.03639218660194736,0.03634847826506331,6.828347778418316e-16,1.7584073084764656e-07,0
0.7765449191552086,0.18228168853482268,0.00832771361675218,1.6764755993174803e-21,3.4343200740717216e-45,0
0.5423922962167297,0.9043843215894964,0.5486672993526779,3.1193687347195204e-09,3.579512399767864e-08,1
0.8351515632213568,0.6200114474187559,0.7470024434105542,0.9948218145612747,0.9999999999999802,1
0.002769331909515206,3.224636321700228e-08,4.092109897139061e-07,3.57707859493126e-39,2.4182559475789412e-62,0
0.019214312053167894,0.019151795198429574,0.002979421722319425,4.050122148022965e-41,1.0,0
0.45273300864172533,0.9999999640591499,0.9999991313755976,1.0,1.0,1
0.7967122203838676,0.8643650513021519,0.9681370344413452,0.9999319489354154,0.9999999999999996,1
0.9912457153413714,0.9999671402941117,0.999996934700442,1.0,1.0,1
0.08170052188594958,0.9919876501882066,0.9995594618610836,0.9999999999377078,1.0,1
0.18955628512530237,0.8973489867714975,0.41618052004925676,7.830806391338155e-53,5.8514263134673105e-21,0
0.24702989487852975,0.2015881695577257,0.17941451932490426,1.8962458952222013e-09,1.6344702332710128e-07,0
0.5437376371706276,0.9997591762732049,0.9999994921549157,0.996491158303164,0.9996604864164458,1
0.5648529777415991,0.7105578945653037,0.7299767648266381,0.028087312389688434,0.0005873105959841911,1
0.1719362206943176,0.002295112875461858,0.07794872731003172,8.850299257275561e-20,1.4371521953346665e-11,0
0.43068614572234637,0.7563504663705001,0.536103156323028,0.9882860323461796,0.9999744477118726,0
0.8744118246372823,0.08136444789869399,1.1543149026260992e-06,8.466068407632058e-83,6.057279950625806e-126,0
0.6989108664003393,0.9183039393180045,0.8574296798889176,1.0,1.0,0
0.5239288444503948,0.0005754626070471294,0.0006957532625864239,1.6814370927730855e-67,1.0986378140978398e-98,0
0.43262989708121546,0.08386650167903108,0.0012359781284566078,2.012893415604034e-11,1.9870536818224535e-48,0
0.5603494156112631,9.698461599650939e-08,9.00150554880609e-08,3.613290980261096e-41,1.0671117713993622e-59,0
0.42550698726756214,0.9577287970482716,0.2867019182490036,1.836072259166363e-30,1.0759777340128433e-20,1
0.09602635904665119,0.43872138274611344,0.45517065557349146,0.9999999999969249,0.015476824501283312,1
0.00018441002797899543,1.4440069364635183e-15,9.305388372022345e-17,5.424966858228534e-228,1.7555663024644515e-93,0
0.007286568184807809,0.715381560656343,3.0043051298490765e-05,5.327155048176846e-40,3.1028658030894816e-97,0
0.048480502874327466,0.3098390176434553,0.1021730420716051,4.8491546058364115e-80,4.1570060284761454e-39,0
0.29031677458289074,0.48227075883753295,8.796019844657881e-09,3.933728026502794e-130,2.789028394060637e-31,0
0.8064536215356383,0.9994233101038884,0.9621512171580439,0.9999999999999998,0.9999896303739486,0
0.24470922273378495,0.12131436070669561,0.0024236729909689826,5.098128285428086e-13,2.6509620299904253e-28,1
0.6809301963565547,0.8379262907879043,0.9998978598184984,1.0,1.0,1
0.887117030857828,0.8776587708198179,0.9957286421433166,1.0,1.0,1
0.005428735380899476,5.906991118844857e-06,8.00390278034593e-05,1.3019694758122967e-41,1.2045348586825952e-43,0
0.1612508570404898,0.19252968736839954,0.9623484814243809,1.0,1.0,1
0.1262705231123162,0.09484072729039945,0.055766659222302284,7.527270674309744e-05,5.0434762115097384e-11,1
0.3799653401850559,0.2881258392614989,0.05717746930017292,2.0765487861987652e-08,0.9999975755788891,0
0.019136073971020604,1.6362389458618584e-05,0.00015732368240356436,0.00022619740531856417,5.273229245743151e-15,0
0.024558331524394163,0.01128086659557698,0.052563912701454656,0.9999999985718107,1.0,1
0.5407317068616181,0.04785059464358013,1.940533001014349e-05,1.4838928591987605e-38,3.723896311304817e-11,0
0.3059757447347626,0.0022171705981963953,0.0020981581735891176,4.6305948267463294e-39,7.079111648046545e-35,1
0.029684545562536413,2.0912198000182967e-05,0.002442867008918388,3.328509563850486e-89,0.9999999999931772,0
0.3970323425804363,0.9903284559006521,0.3823557749389794,0.9999999335560379,0.999999999999994,1
0.8468560329373833,0.009881166734075937,0.8007657199846053,1.073190523430569e-20,2.746984116670728e-16,0
0.9760807301639971,0.9447592406253058,0.9891748194408388,0.9999999999998963,1.0,1
0.3770666907879959,0.703775606895336,0.027561889690261396,2.5750261074921533e-08,6.73180795980069e-27,0
0.8374548538649559,0.003970866100872345,0.0031594510646340665,1.0,0.024888434623269333,0
0.108310820337508,0.008771109257267673,0.004691226853579815,4.2393391147952825e-20,2.4454618917283756e-20,0
0.004234859643233924,0.8844700335121589,0.9894453963430913,0.9895140343931158,2.8100694755655145e-12,0
0.949422811882163,0.9991414795031202,0.9999117809675032,1.0,1.0,1
0.34448636844333186,1.4804120095233377e-05,0.02055727871891519,2.7307085426542153e-74,3.2736700323913596e-71,0
0.11196191308086706,3.028595235144562e-05,2.7782342651089837e-05,1.5842611423176572e-41,1.3325259661359004e-37,0
0.057264463527134345,0.0022171175480813193,0.033058708424002346,9.20045480309779e-43,7.661644742665631e-33,0
0.19376644082701236,0.31883951943465516,0.0520718381875776,1.965365998179327e-33,0.026250911452079268,0
0.47931123351961,0.994275878215571,0.0019465217710697973,0.999999999999329,3.6789306291528267e-122,0
0.7508625856841895,0.9400942757552619,0.15228570841957642,1.252085916599139e-41,4.8041010149692665e-17,0
0.021912500359725737,0.44002923532275146,0.6774597140332173,1.2065668432878118e-20,2.1494715976746542e-30,0
0.06342388054783187,0.16988322795771846,0.000948340953852625,6.886716006337458e-33,1.347623070386557e-29,0
0.8619384413088909,0.3470011250293712,0.1890313790934125,2.1716053520522234e-06,7.22527732582639e-05,0
0.5327121675063049,0.2191005124462907,3.6664224659429944e-06,1.2428564800780946e-22,4.221784786532499e-30,0
0.07780674292630509,2.7216112466080423e-15,7.200475304895767e-15,3.997045887026286e-29,1.409111861097827e-140,0
0.0006629947175227044,9.833084414283595e-12,0.00011908708893979556,1.0435538159180001e-74,1.0,0
0.08262199286811636,0.999949705637782,0.9968071419140201,2.45364019893353e-76,2.1235502092472462e-120,0
0.06224829771874498,7.281215033944544e-12,1.3059234288339183e-13,4.927161300603743e-120,1.759862265286263e-64,0
0.00042116550367896397,0.00012170653543943831,8.209344770260508e-05,7.353590170531015e-39,3.565509647100154e-52,0
0.15120170427334872,0.9995836954602971,0.9129088973953776,9.64172540274907e-06,1.0,1
0.9677810140574441,0.9999999990441657,0.9999421957383902,1.0,1.0,1
0.022141307954834044,0.9999998399881883,0.9999998773033814,1.0,1.0,1
0.17619059789336358,1.5939481818518992e-06,0.9995118272317176,6.587843966384185e-74,1.0174539228809119e-97,0
0.19894483238310526,0.001969352092444178,0.061992647872321165,4.240551853541224e-84,1.7104796141393067e-168,0
0.6874854915055415,1.0,1.0,1.0,1.0,1
0.7146410658309038,1.0,0.9999999999999989,1.0,1.0,1
0.9345003915055643,0.013248464312475254,0.002312584036884143,1.0823057887991028e-64,2.4550950686733034e-44,0
0.5379899467941026,0.9999775352032975,0.24774105657731446,1.0,1.0,1
0.017650370892173382,0.0011778271671169102,0.00405784169209773,1.1671910759415823e-47,1.9082886493279044e-62,0
0.005547254447303363,0.0017059566927230244,0.00015814881966306436,8.527481937012452e-49,3.7293308114338445e-55,0
0.012317698867433592,0.06679070808283458,0.9962788896912277,0.999718234341586,1.0,1
0.8928487955908974,0.9999999998932609,0.9999989873110112,1.0,1.0,1
0.13809003563044378,0.9853081043966554,0.16594882526095245,0.0009815384576288481,1.3329071906033152e-21,0
0.6107599257175848,1.0,0.9999999999999989,1.0,1.0,1
0.8776817336391428,0.0073768136951720435,2.1735276528955385e-05,1.1085641837521278e-67,1.9448785733192763e-06,0
0.05313571017449593,0.8215141714221977,0.008223914638662564,2.5437657813758686e-27,1.4530096656142914e-25,0
0.1474421375971877,1.646433678467319e-07,0.5401604888676026,3.453210577275754e-42,3.07532138626268e-58,0
0.3000141675037218,0.6609360382406941,0.00010155486416775668,1.0,9.421401261130966e-36,0
0.4441892330267358,0.9983233025426671,0.9999688629742288,0.9999999247949286,1.0,1
0.00942848389071478,1.2052538592554106e-11,1.1402588728845079e-07,1.7543907286104126e-89,9.081983466901262e-74,0
0.7654480603765227,1.6563362697379041e-09,9.20128776049441e-06,0.9998118813845309,2.6398308968783086e-31,0
0.08626020222402679,3.345359673369607e-06,0.0001258430829407242,2.1407830391083895e-24,1.0,0
0.00015174769221428734,5.753604249387915e-10,0.24181075229109095,1.0,7.539952986781518e-27,0
0.14461731744663453,0.00021846489140767188,0.0006872051767864316,0.9999999999721974,1.0,0
0.07965532478685261,3.695897551880523e-05,2.0980039400999613e-05,5.134819268692735e-44,1.0094282616993248e-54,1
0.10414742462396856,0.8309467560133881,0.8969928316761182,0.999998916088678,0.9999997394850318,1
0.1484684753445186,0.9999994170863639,0.9999926337606164,1.0,1.0,1
0.051363389190313934,2.8883864777874606e-05,2.32350834989485e-05,7.27239532705642e-21,1.6112889171756105e-37,0
0.5497009739467668,0.9970168371391119,0.996553267958394,0.9999999999999261,1.0,1
0.05622776167791598,0.5106219385890983,0.2724672544575468,1.4348107106137723e-08,2.4487567838645864e-36,1
0.5385257846282597,2.0239692691175504e-11,0.0010540075381614978,6.459550063922498e-76,3.4395912084300604e-62,0
0.2635384031045196,4.805245836961741e-38,6.226325517894558e-18,1.7147294841940354e-177,3.0316924007597007e-238,0
0.7963077986855008,0.9999767320997279,0.9999999999977651,0.999999998172451,1.0,1
0.33783766872582993,0.00010100293287679292,0.0001930784100531728,0.9999999737028096,1.0,0
0.3781283375861226,0.0005005578319651263,0.9999999829694338,1.0,0.9999999060313789,1
0.005488467137691578,5.714051139932394e-13,1.0227444937352714e-08,6.826395561164639e-63,1.1224415308022862e-128,0
0.9178430602097991,0.9999935876213528,0.9999999999967022,1.0,1.0,1
0.01413467474470802,0.3214864399559609,1.7671684121379322e-05,4.074682974236771e-35,1.4664727352201506e-22,0
0.05201805494251076,0.3441484582864345,0.6966449396856792,4.724063047726655e-45,5.146628369705681e-100,1
0.8670138556933255,0.010644178245111078,0.004832517649758227,2.3699033056281647e-36,0.999999963014025,0
0.6069434383235637,0.08961479214051254,4.7012155557131706e-07,8.099321449293798e-44,1.3493547913828288e-12,0
0.02764272156916734,8.668597236483772e-11,4.579718134370348e-14,6.99292881135128e-54,9.484668417150382e-17,0
0.7652341290490695,0.0372657006591981,0.9878336715214745,1.0,1.0,0
0.05583417847500248,0.9999999999999996,1.0,1.0,1.0,1
0.28151891448038885,0.0028644736577357506,2.3367705239861452e-05,0.0012412878839967727,1.0,0
0.037268275160738135,4.805524745640593e-07,0.00019333714889515618,2.31788966758758e-71,1.0941953361079936e-28,0
0.6544620223625914,0.002881971394535099,3.4779629660357776e-05,4.601599709847643e-99,1.5094376896860576e-23,0
0.0010477673364964718,4.9820009614400056e-05,0.000964090258051646,1.375547053433613e-45,2.538003225890903e-40,0
0.6181136230836064,1.0,1.0,1.0,1.0,1
0.9313916870173428,0.9998454449369171,0.9999999926124385,1.0,1.0,1
0.38082022071149757,0.9999968802519206,0.9999999963597137,1.0,1.0,1
0.4221443513499079,0.997392554893586,0.985272984508994,1.0,1.0,1
0.8271859606091377,0.9847508309451768,0.9880609517409756,1.0,1.0,1
0.967147405750858,0.999999620175892,0.9999424013283096,1.0,0.9999993294619587,1
0.6503730707689445,0.255418938936825,0.4334736562917297,0.9999999999984821,0.9999999999974416,1
0.42010126527686076,0.9997103580490521,0.9996563404710822,7.44678042370321e-14,0.9999999999999494,1
0.734409585854297,0.997593060334532,0.98910898798451,0.9999979477497882,1.0,1
0.0444472973870227,0.0007000205753806923,0.00014407822600002673,8.720340200521206e-34,0.9999960420698255,0
0.4221443513499079,0.9973925548935858,0.9852729845089938,1.0,1.0,1
0.8153455343277829,0.989339305590106,0.9844365671439116,1.0,1.0,1
0.9732639192180118,0.977323077729772,0.997327439551498,1.0,1.0,1
0.8568789708304111,0.999516323095307,0.9997449110591654,1.0,1.0,1
0.9573605191089062,0.9912905134590411,0.9958211638382654,1.0,1.0,1
0.9778404402700196,0.9994872299334853,0.9999999154670092,1.0,1.0,1
0.15691466483781535,3.8657806504242877e-26,8.663455846623208e-20,2.188174411636625e-52,1.053345585647488e-71,0
0.07265300809796679,0.019581694341245248,0.00812819222761585,4.4697905947522013e-07,6.641960700548525e-07,0
0.37687210824729883,0.058609834110501344,0.027165937516470905,8.693426032555159e-07,3.578319841345073e-07,0
0.538585902360128,1.0,1.0,1.0,1.0,1
0.9313916870173428,0.9998454449369171,0.9999999926124385,1.0,1.0,1
0.9053710213537164,0.994433207443446,0.9996742752834225,1.0,1.0,1
0.8873509384051033,5.558799862465488e-05,3.409906019095209e-09,3.4697972354215114e-58,1.0,0
0.9724464205122823,1.0,1.0,1.0,1.0,1
0.9695180952936314,0.9935226480314299,0.9999999995939306,1.0,0.999999860798246,1
0.809249481138541,0.9999968802519206,0.9999999963597137,1.0,1.0,1
0.9724464205122823,1.0,1.0,1.0,1.0,1
0.40694994260052436,0.6396176322299342,0.9999992838423741,1.0,0.4243280110717455,1
0.8568915474054549,0.7178720711685482,0.7675876151864294,1.0,1.0,1
0.3648644371963743,7.585532376610101e-21,4.270462524318714e-17,1.2295177175782823e-121,1.320656964306065e-89,0
0.6124438577982539,0.018812718374502733,0.0018420584702891652,2.651970272899132e-07,3.05257808783188e-07,0
0.48224018017439246,0.09515518940434017,0.0010787050080036796,1.698022310455681e-24,4.291261161253215e-49,0
0.8360333104132762,0.9795424806071822,0.9757314844889384,1.0,1.0,1
0.9190525465683044,0.9847508309451772,0.9880609517409754,1.0,1.0,1
0.9006405572810064,0.8942693634425661,0.5512548500265292,1.0,0.9999999894629653,1
0.248652811669115,5.584685357178792e-18,1.3249596293955996e-22,3.793356986520178e-37,1.3374431303062673e-07,0
0.618710090433035,0.012974849462561817,0.006479032904037888,2.634761221058905e-07,3.0732692189661644e-07,0
0.48224018017439246,0.09515518940434414,0.0010787050080036558,1.6980223104556572e-24,4.291261161252971e-49,0
0.6371907374268685,3.4314204435013483e-46,2.620749568928453e-33,3.406710080030292e-142,4.2294707024016386e-101,0
0.036798529530995425,0.005814214158285288,0.009294504536770366,3.218606858216569e-07,7.305504823156345e-08,0
0.7557271453890063,0.7513429169203858,0.07416445756854992,1.0,1.0,0
0.8423573755567003,0.9758607326982622,0.9919434703868654,1.0,1.0,0
0.2370920629966571,0.11715365188846728,0.01637086524783426,3.002288266358952e-16,0.005539311791871756,0
0.27331815984162244,0.0033091086095725494,0.0007215301884170961,4.4661761338589605e-29,7.133803789424833e-30,0
0.7825449524476317,0.9810205487829314,0.9997233889832453,1.0,0.999999999997182,1
0.5644798607979784,0.9999887076947664,0.9999957960689508,2.3332855627198557e-08,1.0,1
0.1530934246808581,0.9972782266647175,0.9965764901289427,0.12687418454079533,1.0,1
0.04357141939971733,4.833290445534806e-12,7.044882547759059e-09,4.876943795902134e-32,1.106575651748896e-55,0
0.037798610520922885,1.0077966343162814e-09,2.526849785575002e-08,2.908805604525055e-52,1.4959550365357258e-42,0
0.14743496039732104,1.1101194729918414e-08,5.87148264387096e-06,1.2651701112167768e-79,7.818208510080026e-51,0
0.6603620535749841,1.989288927260728e-09,7.720348470049723e-09,3.010324444364761e-65,1.4323371546667433e-28,0
0.005376070933686867,3.0839542367117703e-06,2.200521998123095e-09,6.910967793471602e-147,1.486884753111579e-121,0
0.013907742469085882,4.541752478058783e-05,6.4134967059197044e-09,4.983320452675365e-75,1.0345788946475508e-60,0
0.0016945934456167285,3.936736283641055e-05,3.257535968273488e-09,1.0,0.9999999999999023,0
0.8389535285411188,0.17219903724181548,0.0007070342868145847,4.549486708968168e-16,8.388792510290601e-15,0
0.19295766419667462,1.233631810837705e-07,1.9012013123927215e-07,1.0508802756442588e-66,4.780271746978547e-47,0
0.06582299544157409,6.343829661553489e-09,7.859527107645997e-08,1.1062525423177914e-23,3.2904570080929354e-43,0
0.7729709221223483,0.7866574792685708,0.026197234117078267,5.422650466085299e-23,3.4545250086454584e-24,0
0.31738624140131505,0.0008190610309294615,5.421257588660216e-06,6.903875051923865e-22,5.393617033387471e-48,0
0.05056466248401577,0.957377222864888,0.9966312432406103,1.0,1.0,0
0.1410806298203667,0.0009440292941530884,0.00010884933376337955,2.31958015157011e-24,1.3417922535784322e-42,0
0.43304923180202776,0.004779351695293407,0.013309200804380443,6.871644422982726e-17,9.203772830544993e-31,0
0.8462191816286712,0.0005137363871620597,4.204941872185339e-06,1.6157337474274666e-33,2.1375138808624528e-16,0
0.5930525475966734,0.9999999999999658,1.0,1.0,1.0,1
0.5007099719441956,1.0,1.0,1.0,1.0,1
0.16550001455689178,0.5467212576305693,0.9708361468265811,1.0,0.9998608018172382,1
