facenet_prob,marlin_prob,senet_prob,arcface_prob,magface_prob,label
0.5297725872802092,0.6892335757438164,0.995475299881203,0.6615641534097001,0.4460230495257139,1
0.5203555750319875,0.6969529806484526,0.997221281274635,0.5116900883494375,0.4968570933474226,1
0.4586623111039624,0.6378669527336782,0.9873027244693167,0.5454447411995883,0.4048676486492566,1
0.44789491675118065,0.6089519553097075,0.9276980907643873,0.3354388244745659,0.44931339521530594,1
0.5429920003802046,0.507412255446475,0.905442837317907,0.6259078560854319,0.4865397683908181,1
0.41016993480373803,0.39980853323079596,0.18394070343325641,0.3814370747313319,0.5906947923115062,1
0.5011858171428986,0.4345687237759954,0.0001332224306444537,0.543169708772833,0.38691112411332107,0
0.4038549868640019,0.5949595607725856,0.9919039702977804,0.43230461974373335,0.5055993991425956,0
0.40479776860324335,0.6177130380817107,0.9134541436641087,0.5962078756713912,0.4806196849337054,1
0.44521481855366624,0.668951350214652,0.44822078166029866,0.36720618576906894,0.5412337323480302,1
0.5074285424792293,0.6858687264875646,0.9790032421554963,0.5516514256669215,0.6741837734754713,1
0.450206099969808,0.6542219087724935,0.9360011112154041,0.5232667705781388,0.5161716540800318,1
0.5456301889803992,0.467665833558513,0.23333196524019237,0.5593428402106526,0.3936716098297228,0
0.4313264624653142,0.21895220116315933,0.065638664368421,0.3417145872648275,0.4984980775830831,0
0.3983718255691441,0.6682740882470918,0.9887816529423658,0.5506315891141071,0.31913918365522553,1
0.4213316355736251,0.6211330106518977,0.9144926841902499,0.45307775454724364,0.37485847350040796,1
0.19742399078149814,0.2705304118804578,0.0010410180969326623,0.5196328661972147,0.4427500776490825,0
0.4103930712082334,0.34503615828105516,0.5446824343124612,0.4482424732450113,0.29043535852870794,0
0.5954265145461684,0.7440187970703387,0.9968524966175594,0.7057844930563687,0.5044033237912252,1
0.4456931018724782,0.636932560818567,0.9994558230139814,0.40114006549049713,0.5830614432165757,1
0.47607077829555416,0.6123605065628767,0.9900117773936394,0.6579036722560626,0.5374218073928073,1
0.4091229223376246,0.610330993903729,0.9953679163486624,0.3748777077201362,0.2367596385166328,1
0.5961193968712153,0.7221001052323411,0.022464497894512603,0.577961265512056,0.5647658617832203,0
0.4779890982109615,0.6760036299213839,0.13481640300042394,0.5376777475645294,0.3878079549909597,0
0.44432161263920733,0.5098725443531096,0.6957645067999216,0.43928472665955537,0.37699983669332043,1
0.4679113941974805,0.3557595133931722,0.4048721339112306,0.27352745189845545,0.527329157665395,1
0.4610253232886387,0.6242227877314216,0.10881516713353663,0.560918192440175,0.5667300873927062,0
0.558021165822545,0.7259005467861156,0.5075011397542164,0.6434801315456754,0.7593682325785523,0
0.4911488104827858,0.48832236429838144,0.16543101572194607,0.523761672647604,0.6844308215423736,0
0.42094890347098485,0.3390072445151519,0.9878448078481766,0.4603449071299659,0.402838855335424,0
0.3875878417214647,0.39693819833219074,0.014230088005434694,0.54267443358532,0.4139105557640991,0
0.38956887838915966,0.3652935187932339,0.11586619150290228,0.4987369657756564,0.5896296927105953,0
0.5452221597265233,0.8009538379222336,0.07509007677369478,0.614402877464915,0.5055158316443445,0
0.3903167678873627,0.4155009959960884,0.9546416034636918,0.5861024012804086,0.5891393788092244,1
0.4055133637657338,0.4482044835255144,0.8324622259596978,0.4786133420349554,0.3910834113525606,1
0.1905091804156624,0.006654996813597272,0.019115639545108913,0.5485342650593219,0.6554181513530231,0
0.37378780540744005,0.2712291607743077,0.8172150284907325,0.46061187540025755,0.4588595648276107,0
0.3567439019432638,0.01838704319879151,0.10570409814352355,0.472577597114347,0.4733672466697951,0
0.4065314338415354,0.11339425067899524,3.6947827639370575e-05,0.2631394006744449,0.5794403872250645,0
0.28667421598019155,0.08709773900238513,2.6226448869839317e-07,0.40326487735945793,0.4078051621067925,0
0.29366717206716786,0.05003389051277764,0.001479375385604964,0.42553433540536517,0.4535339925964937,1
0.38516823912852716,0.34574612474328736,0.9135232987193423,0.5095751732756342,0.5856499168514682,1
0.3561709885996472,0.10918308975219038,0.9996528662616464,0.5077729048038102,0.5269390861577222,1
0.2595891556283621,0.1663387669651618,4.208553887411411e-05,0.38389745650495927,0.3747928609906315,0
0.3862246593704241,0.3750405295606037,0.9996209620579876,0.5060505129856109,0.5392773392450724,1
0.3157251764281012,0.3298229881453573,0.9506168798462614,0.5058013420655325,0.5637963789293282,1
0.2684048758903138,0.1593817745516308,0.0005395937907057019,0.47788443521917223,0.4274457233884973,0
0.23516017494329342,0.1170997159805954,0.001842886195777381,0.23550500879137795,0.36656184115682744,0
0.4892109939031209,0.8989427044141085,0.9993787018996436,0.4860293908607022,0.4546915821022074,1
0.2887316501586307,0.15266377855798913,0.00013743781795599563,0.4827130217709184,0.24422797857265235,0
0.26339622030573145,0.0274772634426925,0.7395585604870596,0.47385195180419987,0.6173951369628309,1
0.6443202981259387,0.052606239699046306,0.016435401619258643,0.4417847731598566,0.4996187762154745,0
0.4312253572210603,0.581972416131286,0.9997115332345143,0.499732241129577,0.4228364359643229,1
0.3345121931188674,0.12125807408200855,0.9338820811769822,0.36957378430620275,0.5173717233782605,0
0.3185910978713871,0.2401799794691732,0.998123446272274,0.5187959509014585,0.6148895993687877,1
0.3239948450455732,0.26919172428053595,0.00047414882163042545,0.5029240870131241,0.495453459261969,0
0.27619125314094667,0.16295467133309513,0.05638461496063514,0.4333351623557572,0.378526916972526,0
0.4986143518180618,0.11552953294683177,0.900169456701529,0.39033376914961704,0.48948353449305837,0
0.3681814395834565,0.12174740017437202,0.00021270414572484224,0.49646076026194635,0.6315928737979399,0
0.4715750250906625,0.32257875694113874,0.9997057456426199,0.5151177489250105,0.5539448649379869,1
0.23158314075773065,0.6401163898237606,8.21712446267366e-07,0.19505127758972135,0.5102980632999633,0
0.32255189353982744,0.5815966824206288,0.9215110927196845,0.42357438345265813,0.6343688744136013,0
0.2838919779895254,0.34235752367265626,0.12647781614342057,0.2766325563883594,0.4743403267992844,0
0.32162206201843146,0.3243461940045954,3.7921499577866846e-05,0.31635707452847933,0.5580108053723033,0
0.1358110567109509,0.2682114988065001,2.3820075615953976e-07,0.20356770523844844,0.40059825560303386,0
0.21110980813008343,0.07057469275370346,8.013231445203522e-05,0.4055367983678438,0.6527662324283127,0
0.24010161097561686,0.4731023074273737,9.365764660827546e-05,0.3931594659679497,0.438671843205306,0
0.17647437208181088,0.24374365223235336,4.977027705631224e-05,0.4068866878786981,0.5010705971471775,0
0.1290245712480309,0.7486232849257052,0.6938109114485341,0.31177999705339043,0.5089459218538167,0
0.20173283413278625,0.3574892051670438,0.6995037821765252,0.25392622679996263,0.47550177025369056,0
0.3557054719266036,0.08498214663571901,1.8254977001539107e-05,0.18438052538861158,0.34933109831273024,0
0.5381683973007126,0.3886882457632336,0.004228492695270579,0.40204205201845583,0.5635369001281881,0
0.4988557011899972,0.4129454280571947,0.9999649605161248,0.38741902773151443,0.46330300049119716,0
0.4380724726271659,0.23523860034102834,0.00011388281458122232,0.3092867816448673,0.5131676117767177,0
0.47448996332610666,0.39981717169252395,4.4809239185986396e-14,0.2112422972762586,0.28591357931678685,0
0.5658736597129187,0.5980678660283,0.6399744375757386,0.43192507537592745,0.6064583544152152,1
0.613781368457601,0.6730910164814381,0.9995324133270522,0.5185969334257287,0.38048995076205616,1
0.5543153611028065,0.43570754852384763,0.9832786178929939,0.4956737156922535,0.6274008070530425,1
0.5053397462058872,0.22541317241932032,0.0008339394367016025,0.3863154597192099,0.35957351301409207,0
