facenet_prob,marlin_prob,senet_prob,arcface_prob,magface_prob,resnet_prob,ridnet_pca_128_prob,ridnet_pca_128_face_prob,ridnet_pca_256_prob,ridnet_pca_256_face_prob,label
0.5297725872802092,0.6892335757438164,0.995475299881203,0.6615641534097001,0.4460230495257139,0.9378411209178603,0.999999999174531,0.9999999988993271,0.9999998725945936,1.0,1
0.5203555750319875,0.6969529806484526,0.997221281274635,0.5116900883494375,0.4968570933474226,0.9829062658997149,0.9944145463023885,0.995956686960317,1.0,1.0,1
0.4586623111039624,0.6378669527336782,0.9873027244693167,0.5454447411995883,0.4048676486492566,0.9186119850627488,0.9988514594566998,0.999849921391469,1.0,0.9999999999994806,1
0.44789491675118065,0.6089519553097075,0.9276980907643873,0.3354388244745659,0.44931339521530594,0.7877851490203366,0.9742986113591923,0.9873219502128324,0.9999942365340394,1.0,1
0.5429920003802046,0.507412255446475,0.905442837317907,0.6259078560854319,0.4865397683908181,0.6081263008724955,0.9999153974646892,0.9998952260549995,1.1490805010493522e-10,1.0,1
0.41016993480373803,0.39980853323079596,0.18394070343325641,0.3814370747313319,0.5906947923115062,0.8800248062735659,0.6865961068970857,0.59596399538761,1.0,1.0,1
0.5011858171428986,0.4345687237759954,0.0001332224306444537,0.543169708772833,0.38691112411332107,0.018632262869299258,1.6002845023116503e-11,4.784490556853725e-13,7.768581459697824e-129,5.656567798273692e-122,0
0.4038549868640019,0.5949595607725856,0.9919039702977804,0.43230461974373335,0.5055993991425956,0.5423434052370251,0.004479183628296312,7.227450697660183e-06,3.740419062968652e-98,1.2734804324641922e-64,0
0.40479776860324335,0.6177130380817107,0.9134541436641087,0.5962078756713912,0.4806196849337054,0.5676350194540608,0.05432950650529136,0.050090221125647046,9.914989353825522e-31,1.9101564047780058e-11,1
0.44521481855366624,0.668951350214652,0.44822078166029866,0.36720618576906894,0.5412337323480302,0.524380839387187,0.7986009464772468,0.9861629476713049,0.9999999995134818,0.9999999999999967,1
0.5074285424792293,0.6858687264875646,0.9790032421554963,0.5516514256669215,0.6741837734754713,0.3111008431617424,0.9984291096729938,0.9370223503310331,1.0,1.0,1
0.450206099969808,0.6542219087724935,0.9360011112154041,0.5232667705781388,0.5161716540800318,0.8123065442314442,0.842828858309013,0.9178046372708528,0.9999446001650075,0.9999999996941964,1
0.5456301889803992,0.467665833558513,0.23333196524019237,0.5593428402106526,0.3936716098297228,0.19664079550148464,0.03639218660194736,0.03634847826506331,6.828347778418316e-16,1.7584073084764656e-07,0
0.4313264624653142,0.21895220116315933,0.065638664368421,0.3417145872648275,0.4984980775830831,0.7765449191552086,0.18228168853482268,0.00832771361675218,1.6764755993174803e-21,3.4343200740717216e-45,0
0.3983718255691441,0.6682740882470918,0.9887816529423658,0.5506315891141071,0.31913918365522553,0.5423922962167297,0.9043843215894964,0.5486672993526779,3.1193687347195204e-09,3.579512399767864e-08,1
0.4213316355736251,0.6211330106518977,0.9144926841902499,0.45307775454724364,0.37485847350040796,0.8351515632213568,0.6200114474187559,0.7470024434105542,0.9948218145612747,0.9999999999999802,1
0.19742399078149814,0.2705304118804578,0.0010410180969326623,0.5196328661972147,0.4427500776490825,0.002769331909515206,3.224636321700228e-08,4.092109897139061e-07,3.57707859493126e-39,2.4182559475789412e-62,0
0.4103930712082334,0.34503615828105516,0.5446824343124612,0.4482424732450113,0.29043535852870794,0.019214312053167894,0.019151795198429574,0.002979421722319425,4.050122148022965e-41,1.0,0
0.5954265145461684,0.7440187970703387,0.9968524966175594,0.7057844930563687,0.5044033237912252,0.45273300864172533,0.9999999640591499,0.9999991313755976,1.0,1.0,1
0.4456931018724782,0.636932560818567,0.9994558230139814,0.40114006549049713,0.5830614432165757,0.7967122203838676,0.8643650513021519,0.9681370344413452,0.9999319489354154,0.9999999999999996,1
0.47607077829555416,0.6123605065628767,0.9900117773936394,0.6579036722560626,0.5374218073928073,0.9912457153413714,0.9999671402941117,0.999996934700442,1.0,1.0,1
0.4091229223376246,0.610330993903729,0.9953679163486624,0.3748777077201362,0.2367596385166328,0.08170052188594958,0.9919876501882066,0.9995594618610836,0.9999999999377078,1.0,1
0.5961193968712153,0.7221001052323411,0.022464497894512603,0.577961265512056,0.5647658617832203,0.18955628512530237,0.8973489867714975,0.41618052004925676,7.830806391338155e-53,5.8514263134673105e-21,0
0.4779890982109615,0.6760036299213839,0.13481640300042394,0.5376777475645294,0.3878079549909597,0.24702989487852975,0.2015881695577257,0.17941451932490426,1.8962458952222013e-09,1.6344702332710128e-07,0
0.44432161263920733,0.5098725443531096,0.6957645067999216,0.43928472665955537,0.37699983669332043,0.5437376371706276,0.9997591762732049,0.9999994921549157,0.996491158303164,0.9996604864164458,1
0.4679113941974805,0.3557595133931722,0.4048721339112306,0.27352745189845545,0.527329157665395,0.5648529777415991,0.7105578945653037,0.7299767648266381,0.028087312389688434,0.0005873105959841911,1
0.4610253232886387,0.6242227877314216,0.10881516713353663,0.560918192440175,0.5667300873927062,0.1719362206943176,0.002295112875461858,0.07794872731003172,8.850299257275561e-20,1.4371521953346665e-11,0
0.558021165822545,0.7259005467861156,0.5075011397542164,0.6434801315456754,0.7593682325785523,0.43068614572234637,0.7563504663705001,0.536103156323028,0.9882860323461796,0.9999744477118726,0
0.4911488104827858,0.48832236429838144,0.16543101572194607,0.523761672647604,0.6844308215423736,0.8744118246372823,0.08136444789869399,1.1543149026260992e-06,8.466068407632058e-83,6.057279950625806e-126,0
0.42094890347098485,0.3390072445151519,0.9878448078481766,0.4603449071299659,0.402838855335424,0.6989108664003393,0.9183039393180045,0.8574296798889176,1.0,1.0,0
0.3875878417214647,0.39693819833219074,0.014230088005434694,0.54267443358532,0.4139105557640991,0.5239288444503948,0.0005754626070471294,0.0006957532625864239,1.6814370927730855e-67,1.0986378140978398e-98,0
0.38956887838915966,0.3652935187932339,0.11586619150290228,0.4987369657756564,0.5896296927105953,0.43262989708121546,0.08386650167903108,0.0012359781284566078,2.012893415604034e-11,1.9870536818224535e-48,0
0.5452221597265233,0.8009538379222336,0.07509007677369478,0.614402877464915,0.5055158316443445,0.5603494156112631,9.698461599650939e-08,9.00150554880609e-08,3.613290980261096e-41,1.0671117713993622e-59,0
0.3903167678873627,0.4155009959960884,0.9546416034636918,0.5861024012804086,0.5891393788092244,0.42550698726756214,0.9577287970482716,0.2867019182490036,1.836072259166363e-30,1.0759777340128433e-20,1
0.4055133637657338,0.4482044835255144,0.8324622259596978,0.4786133420349554,0.3910834113525606,0.09602635904665119,0.43872138274611344,0.45517065557349146,0.9999999999969249,0.015476824501283312,1
0.1905091804156624,0.006654996813597272,0.019115639545108913,0.5485342650593219,0.6554181513530231,0.00018441002797899543,1.4440069364635183e-15,9.305388372022345e-17,5.424966858228534e-228,1.7555663024644515e-93,0
0.37378780540744005,0.2712291607743077,0.8172150284907325,0.46061187540025755,0.4588595648276107,0.007286568184807809,0.715381560656343,3.0043051298490765e-05,5.327155048176846e-40,3.1028658030894816e-97,0
0.3567439019432638,0.01838704319879151,0.10570409814352355,0.472577597114347,0.4733672466697951,0.048480502874327466,0.3098390176434553,0.1021730420716051,4.8491546058364115e-80,4.1570060284761454e-39,0
0.4065314338415354,0.11339425067899524,3.6947827639370575e-05,0.2631394006744449,0.5794403872250645,0.29031677458289074,0.48227075883753295,8.796019844657881e-09,3.933728026502794e-130,2.789028394060637e-31,0
0.28667421598019155,0.08709773900238513,2.6226448869839317e-07,0.40326487735945793,0.4078051621067925,0.8064536215356383,0.9994233101038884,0.9621512171580439,0.9999999999999998,0.9999896303739486,0
0.29366717206716786,0.05003389051277764,0.001479375385604964,0.42553433540536517,0.4535339925964937,0.24470922273378495,0.12131436070669561,0.0024236729909689826,5.098128285428086e-13,2.6509620299904253e-28,1
0.38516823912852716,0.34574612474328736,0.9135232987193423,0.5095751732756342,0.5856499168514682,0.6809301963565547,0.8379262907879043,0.9998978598184984,1.0,1.0,1
0.3561709885996472,0.10918308975219038,0.9996528662616464,0.5077729048038102,0.5269390861577222,0.887117030857828,0.8776587708198179,0.9957286421433166,1.0,1.0,1
0.2595891556283621,0.1663387669651618,4.208553887411411e-05,0.38389745650495927,0.3747928609906315,0.005428735380899476,5.906991118844857e-06,8.00390278034593e-05,1.3019694758122967e-41,1.2045348586825952e-43,0
0.3862246593704241,0.3750405295606037,0.9996209620579876,0.5060505129856109,0.5392773392450724,0.1612508570404898,0.19252968736839954,0.9623484814243809,1.0,1.0,1
0.3157251764281012,0.3298229881453573,0.9506168798462614,0.5058013420655325,0.5637963789293282,0.1262705231123162,0.09484072729039945,0.055766659222302284,7.527270674309744e-05,5.0434762115097384e-11,1
0.2684048758903138,0.1593817745516308,0.0005395937907057019,0.47788443521917223,0.4274457233884973,0.3799653401850559,0.2881258392614989,0.05717746930017292,2.0765487861987652e-08,0.9999975755788891,0
0.23516017494329342,0.1170997159805954,0.001842886195777381,0.23550500879137795,0.36656184115682744,0.019136073971020604,1.6362389458618584e-05,0.00015732368240356436,0.00022619740531856417,5.273229245743151e-15,0
0.4892109939031209,0.8989427044141085,0.9993787018996436,0.4860293908607022,0.4546915821022074,0.024558331524394163,0.01128086659557698,0.052563912701454656,0.9999999985718107,1.0,1
0.2887316501586307,0.15266377855798913,0.00013743781795599563,0.4827130217709184,0.24422797857265235,0.5407317068616181,0.04785059464358013,1.940533001014349e-05,1.4838928591987605e-38,3.723896311304817e-11,0
0.26339622030573145,0.0274772634426925,0.7395585604870596,0.47385195180419987,0.6173951369628309,0.3059757447347626,0.0022171705981963953,0.0020981581735891176,4.6305948267463294e-39,7.079111648046545e-35,1
0.6443202981259387,0.052606239699046306,0.016435401619258643,0.4417847731598566,0.4996187762154745,0.029684545562536413,2.0912198000182967e-05,0.002442867008918388,3.328509563850486e-89,0.9999999999931772,0
0.4312253572210603,0.581972416131286,0.9997115332345143,0.499732241129577,0.4228364359643229,0.3970323425804363,0.9903284559006521,0.3823557749389794,0.9999999335560379,0.999999999999994,1
0.3345121931188674,0.12125807408200855,0.9338820811769822,0.36957378430620275,0.5173717233782605,0.8468560329373833,0.009881166734075937,0.8007657199846053,1.073190523430569e-20,2.746984116670728e-16,0
0.3185910978713871,0.2401799794691732,0.998123446272274,0.5187959509014585,0.6148895993687877,0.9760807301639971,0.9447592406253058,0.9891748194408388,0.9999999999998963,1.0,1
0.3239948450455732,0.26919172428053595,0.00047414882163042545,0.5029240870131241,0.495453459261969,0.3770666907879959,0.703775606895336,0.027561889690261396,2.5750261074921533e-08,6.73180795980069e-27,0
0.27619125314094667,0.16295467133309513,0.05638461496063514,0.4333351623557572,0.378526916972526,0.8374548538649559,0.003970866100872345,0.0031594510646340665,1.0,0.024888434623269333,0
0.4986143518180618,0.11552953294683177,0.900169456701529,0.39033376914961704,0.48948353449305837,0.108310820337508,0.008771109257267673,0.004691226853579815,4.2393391147952825e-20,2.4454618917283756e-20,0
0.3681814395834565,0.12174740017437202,0.00021270414572484224,0.49646076026194635,0.6315928737979399,0.004234859643233924,0.8844700335121589,0.9894453963430913,0.9895140343931158,2.8100694755655145e-12,0
0.4715750250906625,0.32257875694113874,0.9997057456426199,0.5151177489250105,0.5539448649379869,0.949422811882163,0.9991414795031202,0.9999117809675032,1.0,1.0,1
0.23158314075773065,0.6401163898237606,8.21712446267366e-07,0.19505127758972135,0.5102980632999633,0.34448636844333186,1.4804120095233377e-05,0.02055727871891519,2.7307085426542153e-74,3.2736700323913596e-71,0
0.32255189353982744,0.5815966824206288,0.9215110927196845,0.42357438345265813,0.6343688744136013,0.11196191308086706,3.028595235144562e-05,2.7782342651089837e-05,1.5842611423176572e-41,1.3325259661359004e-37,0
0.2838919779895254,0.34235752367265626,0.12647781614342057,0.2766325563883594,0.4743403267992844,0.057264463527134345,0.0022171175480813193,0.033058708424002346,9.20045480309779e-43,7.661644742665631e-33,0
0.32162206201843146,0.3243461940045954,3.7921499577866846e-05,0.31635707452847933,0.5580108053723033,0.19376644082701236,0.31883951943465516,0.0520718381875776,1.965365998179327e-33,0.026250911452079268,0
0.1358110567109509,0.2682114988065001,2.3820075615953976e-07,0.20356770523844844,0.40059825560303386,0.47931123351961,0.994275878215571,0.0019465217710697973,0.999999999999329,3.6789306291528267e-122,0
0.21110980813008343,0.07057469275370346,8.013231445203522e-05,0.4055367983678438,0.6527662324283127,0.7508625856841895,0.9400942757552619,0.15228570841957642,1.252085916599139e-41,4.8041010149692665e-17,0
0.24010161097561686,0.4731023074273737,9.365764660827546e-05,0.3931594659679497,0.438671843205306,0.021912500359725737,0.44002923532275146,0.6774597140332173,1.2065668432878118e-20,2.1494715976746542e-30,0
0.17647437208181088,0.24374365223235336,4.977027705631224e-05,0.4068866878786981,0.5010705971471775,0.06342388054783187,0.16988322795771846,0.000948340953852625,6.886716006337458e-33,1.347623070386557e-29,0
0.1290245712480309,0.7486232849257052,0.6938109114485341,0.31177999705339043,0.5089459218538167,0.8619384413088909,0.3470011250293712,0.1890313790934125,2.1716053520522234e-06,7.22527732582639e-05,0
0.20173283413278625,0.3574892051670438,0.6995037821765252,0.25392622679996263,0.47550177025369056,0.5327121675063049,0.2191005124462907,3.6664224659429944e-06,1.2428564800780946e-22,4.221784786532499e-30,0
0.3557054719266036,0.08498214663571901,1.8254977001539107e-05,0.18438052538861158,0.34933109831273024,0.07780674292630509,2.7216112466080423e-15,7.200475304895767e-15,3.997045887026286e-29,1.409111861097827e-140,0
0.5381683973007126,0.3886882457632336,0.004228492695270579,0.40204205201845583,0.5635369001281881,0.0006629947175227044,9.833084414283595e-12,0.00011908708893979556,1.0435538159180001e-74,1.0,0
0.4988557011899972,0.4129454280571947,0.9999649605161248,0.38741902773151443,0.46330300049119716,0.08262199286811636,0.999949705637782,0.9968071419140201,2.45364019893353e-76,2.1235502092472462e-120,0
0.4380724726271659,0.23523860034102834,0.00011388281458122232,0.3092867816448673,0.5131676117767177,0.06224829771874498,7.281215033944544e-12,1.3059234288339183e-13,4.927161300603743e-120,1.759862265286263e-64,0
0.47448996332610666,0.39981717169252395,4.4809239185986396e-14,0.2112422972762586,0.28591357931678685,0.00042116550367896397,0.00012170653543943831,8.209344770260508e-05,7.353590170531015e-39,3.565509647100154e-52,0
0.5658736597129187,0.5980678660283,0.6399744375757386,0.43192507537592745,0.6064583544152152,0.15120170427334872,0.9995836954602971,0.9129088973953776,9.64172540274907e-06,1.0,1
0.613781368457601,0.6730910164814381,0.9995324133270522,0.5185969334257287,0.38048995076205616,0.9677810140574441,0.9999999990441657,0.9999421957383902,1.0,1.0,1
0.5543153611028065,0.43570754852384763,0.9832786178929939,0.4956737156922535,0.6274008070530425,0.022141307954834044,0.9999998399881883,0.9999998773033814,1.0,1.0,1
0.5053397462058872,0.22541317241932032,0.0008339394367016025,0.3863154597192099,0.35957351301409207,0.17619059789336358,1.5939481818518992e-06,0.9995118272317176,6.587843966384185e-74,1.0174539228809119e-97,0
0.6062458898542138,0.21480893517649408,0.995689473334087,0.41427501621205665,0.5268428949054391,0.19894483238310526,0.001969352092444178,0.061992647872321165,4.240551853541224e-84,1.7104796141393067e-168,0
0.5838194177594205,0.710002056900898,0.9961669857865034,0.5079208273311602,0.38548656083823585,0.6874854915055415,1.0,1.0,1.0,1.0,1
0.616707270365386,0.7318189677589967,0.9996987131396159,0.5264266404942664,0.39011171079254076,0.7146410658309038,1.0,0.9999999999999989,1.0,1.0,1
0.5442450599875753,0.5469116528961409,0.04810991006470994,0.48036831348536835,0.3527326778945787,0.9345003915055643,0.013248464312475254,0.002312584036884143,1.0823057887991028e-64,2.4550950686733034e-44,0
0.6033658743165228,0.522235385424823,0.06901321179465447,0.4527849969088561,0.500245065949485,0.5379899467941026,0.9999775352032975,0.24774105657731446,1.0,1.0,1
0.5572033665592925,0.1725680377314896,1.6706976298368225e-12,0.423669808875266,0.5217047595776259,0.017650370892173382,0.0011778271671169102,0.00405784169209773,1.1671910759415823e-47,1.9082886493279044e-62,0
0.4973062871180667,0.05789503316350484,5.856913605769759e-06,0.5013037742227512,0.4994064239694082,0.005547254447303363,0.0017059566927230244,0.00015814881966306436,8.527481937012452e-49,3.7293308114338445e-55,0
0.49771787117735256,0.15781787855753793,0.7855378663335647,0.37820838892957864,0.4355042914641944,0.012317698867433592,0.06679070808283458,0.9962788896912277,0.999718234341586,1.0,1
0.5604432851316028,0.7150916576150809,0.9962852417575725,0.48430887037836834,0.42245921315377,0.8928487955908974,0.9999999998932609,0.9999989873110112,1.0,1.0,1
0.5906906610041643,0.8120536109590694,6.935110898227627e-06,0.5083224142664564,0.4338609626296497,0.13809003563044378,0.9853081043966554,0.16594882526095245,0.0009815384576288481,1.3329071906033152e-21,0
0.622065499054573,0.7318189677589967,0.9988335009342684,0.535431781515301,0.5624104368746934,0.6107599257175848,1.0,0.9999999999999989,1.0,1.0,1
0.49094695479006917,0.5271110240967397,0.05068516337712284,0.45925009748260154,0.49083712378557276,0.8776817336391428,0.0073768136951720435,2.1735276528955385e-05,1.1085641837521278e-67,1.9448785733192763e-06,0
0.54082188356477,0.5576048737198401,0.020779072700848267,0.4996037809144772,0.6375923509974868,0.05313571017449593,0.8215141714221977,0.008223914638662564,2.5437657813758686e-27,1.4530096656142914e-25,0
0.5181458605802248,0.3665425962063975,0.011531848093598274,0.5188980114122729,0.6274343981567467,0.1474421375971877,1.646433678467319e-07,0.5401604888676026,3.453210577275754e-42,3.07532138626268e-58,0
0.4989934465154989,0.32541256333822965,2.419791362447478e-09,0.4211216856187735,0.6228088613271839,0.3000141675037218,0.6609360382406941,0.00010155486416775668,1.0,9.421401261130966e-36,0
0.516572948253376,0.4323665802931635,0.8742246116777398,0.44789636077578127,0.40634140519389383,0.4441892330267358,0.9983233025426671,0.9999688629742288,0.9999999247949286,1.0,1
0.3817810861392804,0.41264527050730837,0.003908258178446086,0.3169960344684991,0.39779397334103905,0.00942848389071478,1.2052538592554106e-11,1.1402588728845079e-07,1.7543907286104126e-89,9.081983466901262e-74,0
0.5220354164352682,0.31312373524018877,0.8271256943129699,0.2950273645942895,0.5760596451870315,0.7654480603765227,1.6563362697379041e-09,9.20128776049441e-06,0.9998118813845309,2.6398308968783086e-31,0
0.40813037644159295,0.2252256058980354,0.0478664877363724,0.19514889559268397,0.24505312431972193,0.08626020222402679,3.345359673369607e-06,0.0001258430829407242,2.1407830391083895e-24,1.0,0
0.4231447201659064,0.0743410058355655,0.0012660105721413204,0.3871117963339889,0.6575318069168927,0.00015174769221428734,5.753604249387915e-10,0.24181075229109095,1.0,7.539952986781518e-27,0
0.36146590742453516,0.14037317067301278,0.15647470695893362,0.24052742620846815,0.25108527611435094,0.14461731744663453,0.00021846489140767188,0.0006872051767864316,0.9999999999721974,1.0,0
0.3926262936666162,0.7239249354361864,0.9943562453229995,0.31450109605195975,0.594549860130266,0.07965532478685261,3.695897551880523e-05,2.0980039400999613e-05,5.134819268692735e-44,1.0094282616993248e-54,1
0.37831022895839833,0.6817288245886769,0.9939391961724661,0.37755592604529303,0.6419730581114066,0.10414742462396856,0.8309467560133881,0.8969928316761182,0.999998916088678,0.9999997394850318,1
0.39267239013524496,0.42106101713493244,0.9995048324920052,0.41571030122358377,0.3970255094603094,0.1484684753445186,0.9999994170863639,0.9999926337606164,1.0,1.0,1
0.34310731577847275,0.37255164373267413,6.533949587818965e-06,0.4317442081532029,0.6373500013805625,0.051363389190313934,2.8883864777874606e-05,2.32350834989485e-05,7.27239532705642e-21,1.6112889171756105e-37,0
0.3791175266002507,0.6753642861539124,0.9895343689375153,0.45793647080460603,0.5468824585827499,0.5497009739467668,0.9970168371391119,0.996553267958394,0.9999999999999261,1.0,1
0.4074068083109624,0.8427415332022643,1.9505594706379994e-07,0.4044609641434473,0.4986106003440778,0.05622776167791598,0.5106219385890983,0.2724672544575468,1.4348107106137723e-08,2.4487567838645864e-36,1
0.4443589610658216,0.25246000947490077,0.0052704722848296885,0.4098957871531613,0.2998788000039855,0.5385257846282597,2.0239692691175504e-11,0.0010540075381614978,6.459550063922498e-76,3.4395912084300604e-62,0
0.4268517048986153,0.16298076849112267,0.00013629537984916694,0.2853602996758265,0.4364413178401789,0.2635384031045196,4.805245836961741e-38,6.226325517894558e-18,1.7147294841940354e-177,3.0316924007597007e-238,0
0.3514358899274895,0.650856651663218,0.3440036687846546,0.47704445875059626,0.4674069434171128,0.7963077986855008,0.9999767320997279,0.9999999999977651,0.999999998172451,1.0,1
0.19538419182049366,0.21242255759222406,0.0006511871162728618,0.4363743500708475,0.5929109627615322,0.33783766872582993,0.00010100293287679292,0.0001930784100531728,0.9999999737028096,1.0,0
0.6004192754732295,0.3527715697239144,0.999999788584062,0.4552760413462754,0.4966537476401037,0.3781283375861226,0.0005005578319651263,0.9999999829694338,1.0,0.9999999060313789,1
0.3930814565321703,0.15862474868872328,7.745319062584897e-06,0.27844736451104896,0.6985154489989449,0.005488467137691578,5.714051139932394e-13,1.0227444937352714e-08,6.826395561164639e-63,1.1224415308022862e-128,0
