fold,split,video_id,aug_idx,true_label,pred_label,prob_fake
1,avdeepfake,gjCwsdCssdk_00006,2,0,1,0.5803773999214172
1,avdeepfake,hJnEQCMA5Sg_00001,1,0,1,0.5841465592384338
1,avdeepfake,gzcwS02ZB1o_00015,1,0,1,0.5821818709373474
1,avdeepfake,gzcwS02ZB1o_00010,1,0,1,0.5827451348304749
1,avdeepfake,h0dSQDgl3gI_00012,1,0,1,0.5790329575538635
1,avdeepfake,hBOVuIIQUFc_00003,0,0,1,0.6019554734230042
1,avdeepfake,gzcwS02ZB1o_00019,8,0,1,0.5781406164169312
1,avdeepfake,gjCwsdCssdk_00014,0,0,1,0.6069824695587158
1,avdeepfake,hBOVuIIQUFc_00005,1,0,1,0.5813652276992798
1,avdeepfake,gjfYohXoiz0_00001,0,0,1,0.5948200225830078
1,avdeepfake,gzcwS02ZB1o_00005,1,0,1,0.5754995346069336
1,avdeepfake,ggPh4X7UKwY_00005,3,0,1,0.5844193696975708
1,avdeepfake,gdg4mUSwuhI_00002,1,0,1,0.5971572995185852
1,avdeepfake,gzcwS02ZB1o_00010,0,0,1,0.5720465183258057
1,avdeepfake,goiyLgCzgSI_00017,0,0,1,0.6036566495895386
1,avdeepfake,h27g5iT0tck_00023,0,0,1,0.5757530927658081
1,avdeepfake,h7u6NScSWtY_00017,1,0,1,0.5933575630187988
1,avdeepfake,hDLISEt8hBs_00002,11,0,1,0.600157618522644
1,avdeepfake,hJnEQCMA5Sg_00006,0,0,1,0.5838639736175537
1,avdeepfake,gzcwS02ZB1o_00022,1,0,1,0.5809586048126221
1,avdeepfake,h0dSQDgl3gI_00008,7,0,1,0.5842655897140503
1,avdeepfake,hFkI69zJzLI_00002,10,0,1,0.6217091083526611
1,avdeepfake,gjCwsdCssdk_00020,0,0,1,0.5962224006652832
1,avdeepfake,ggPh4X7UKwY_00015,1,0,1,0.5860790610313416
1,avdeepfake,gv1ApCmctVQ_00002,6,0,1,0.5644822120666504
1,avdeepfake,hBOVuIIQUFc_00006,11,0,1,0.5959467887878418
1,avdeepfake,gjCwsdCssdk_00007,3,0,1,0.6045131683349609
1,avdeepfake,gzcwS02ZB1o_00010,1,0,1,0.5827451348304749
1,avdeepfake,goiyLgCzgSI_00007,8,0,1,0.6051558256149292
1,avdeepfake,ggPh4X7UKwY_00009,3,0,1,0.5788525342941284
1,avdeepfake,h7u6NScSWtY_00021,1,0,1,0.6001431345939636
1,avdeepfake,hJnEQCMA5Sg_00010,0,0,1,0.5766171216964722
1,avdeepfake,gzcwS02ZB1o_00022,0,0,1,0.5798658728599548
