facenet_prob,marlin_prob,senet_prob,label
0.5297725872802092,0.6892335757438164,0.995475299881203,1
0.5203555750319875,0.6969529806484526,0.997221281274635,1
0.4586623111039624,0.6378669527336782,0.9873027244693167,1
0.44789491675118065,0.6089519553097075,0.9276980907643873,1
0.5429920003802046,0.507412255446475,0.905442837317907,1
0.41016993480373803,0.39980853323079596,0.18394070343325641,1
0.5011858171428986,0.4345687237759954,0.0001332224306444537,0
0.4038549868640019,0.5949595607725856,0.9919039702977804,0
0.40479776860324335,0.6177130380817107,0.9134541436641087,1
0.44521481855366624,0.668951350214652,0.44822078166029866,1
0.5074285424792293,0.6858687264875646,0.9790032421554963,1
0.450206099969808,0.6542219087724935,0.9360011112154041,1
0.5456301889803992,0.467665833558513,0.23333196524019237,0
0.4313264624653142,0.21895220116315933,0.065638664368421,0
0.3983718255691441,0.6682740882470918,0.9887816529423658,1
0.4213316355736251,0.6211330106518977,0.9144926841902499,1
0.19742399078149814,0.2705304118804578,0.0010410180969326623,0
0.4103930712082334,0.34503615828105516,0.5446824343124612,0
0.5954265145461684,0.7440187970703387,0.9968524966175594,1
0.4456931018724782,0.636932560818567,0.9994558230139814,1
0.47607077829555416,0.6123605065628767,0.9900117773936394,1
0.4091229223376246,0.610330993903729,0.9953679163486624,1
0.5961193968712153,0.7221001052323411,0.022464497894512603,0
0.4779890982109615,0.6760036299213839,0.13481640300042394,0
0.44432161263920733,0.5098725443531096,0.6957645067999216,1
0.4679113941974805,0.3557595133931722,0.4048721339112306,1
0.4610253232886387,0.6242227877314216,0.10881516713353663,0
0.558021165822545,0.7259005467861156,0.5075011397542164,0
0.4911488104827858,0.48832236429838144,0.16543101572194607,0
0.42094890347098485,0.3390072445151519,0.9878448078481766,0
0.3875878417214647,0.39693819833219074,0.014230088005434694,0
0.38956887838915966,0.3652935187932339,0.11586619150290228,0
0.5452221597265233,0.8009538379222336,0.07509007677369478,0
0.3903167678873627,0.4155009959960884,0.9546416034636918,1
0.4055133637657338,0.4482044835255144,0.8324622259596978,1
0.1905091804156624,0.006654996813597272,0.019115639545108913,0
0.37378780540744005,0.2712291607743077,0.8172150284907325,0
0.3567439019432638,0.01838704319879151,0.10570409814352355,0
0.4065314338415354,0.11339425067899524,3.6947827639370575e-05,0
0.28667421598019155,0.08709773900238513,2.6226448869839317e-07,0
0.29366717206716786,0.05003389051277764,0.001479375385604964,1
0.38516823912852716,0.34574612474328736,0.9135232987193423,1
0.3561709885996472,0.10918308975219038,0.9996528662616464,1
0.2595891556283621,0.1663387669651618,4.208553887411411e-05,0
0.3862246593704241,0.3750405295606037,0.9996209620579876,1
0.3157251764281012,0.3298229881453573,0.9506168798462614,1
0.2684048758903138,0.1593817745516308,0.0005395937907057019,0
0.23516017494329342,0.1170997159805954,0.001842886195777381,0
0.4892109939031209,0.8989427044141085,0.9993787018996436,1
0.2887316501586307,0.15266377855798913,0.00013743781795599563,0
0.26339622030573145,0.0274772634426925,0.7395585604870596,1
0.6443202981259387,0.052606239699046306,0.016435401619258643,0
0.4312253572210603,0.581972416131286,0.9997115332345143,1
0.3345121931188674,0.12125807408200855,0.9338820811769822,0
0.3185910978713871,0.2401799794691732,0.998123446272274,1
0.3239948450455732,0.26919172428053595,0.00047414882163042545,0
0.27619125314094667,0.16295467133309513,0.05638461496063514,0
0.4986143518180618,0.11552953294683177,0.900169456701529,0
0.3681814395834565,0.12174740017437202,0.00021270414572484224,0
0.4715750250906625,0.32257875694113874,0.9997057456426199,1
0.23158314075773065,0.6401163898237606,8.21712446267366e-07,0
0.32255189353982744,0.5815966824206288,0.9215110927196845,0
0.2838919779895254,0.34235752367265626,0.12647781614342057,0
0.32162206201843146,0.3243461940045954,3.7921499577866846e-05,0
0.1358110567109509,0.2682114988065001,2.3820075615953976e-07,0
0.21110980813008343,0.07057469275370346,8.013231445203522e-05,0
0.24010161097561686,0.4731023074273737,9.365764660827546e-05,0
0.17647437208181088,0.24374365223235336,4.977027705631224e-05,0
0.1290245712480309,0.7486232849257052,0.6938109114485341,0
0.20173283413278625,0.3574892051670438,0.6995037821765252,0
0.3557054719266036,0.08498214663571901,1.8254977001539107e-05,0
0.5381683973007126,0.3886882457632336,0.004228492695270579,0
0.4988557011899972,0.4129454280571947,0.9999649605161248,0
0.4380724726271659,0.23523860034102834,0.00011388281458122232,0
0.47448996332610666,0.39981717169252395,4.4809239185986396e-14,0
0.5658736597129187,0.5980678660283,0.6399744375757386,1
0.613781368457601,0.6730910164814381,0.9995324133270522,1
0.5543153611028065,0.43570754852384763,0.9832786178929939,1
0.5053397462058872,0.22541317241932032,0.0008339394367016025,0
0.6062458898542138,0.21480893517649408,0.995689473334087,0
0.5838194177594205,0.710002056900898,0.9961669857865034,1
0.616707270365386,0.7318189677589967,0.9996987131396159,1
0.5442450599875753,0.5469116528961409,0.04810991006470994,0
0.6033658743165228,0.522235385424823,0.06901321179465447,1
0.5572033665592925,0.1725680377314896,1.6706976298368225e-12,0
0.4973062871180667,0.05789503316350484,5.856913605769759e-06,0
0.49771787117735256,0.15781787855753793,0.7855378663335647,1
0.5604432851316028,0.7150916576150809,0.9962852417575725,1
0.5906906610041643,0.8120536109590694,6.935110898227627e-06,0
0.622065499054573,0.7318189677589967,0.9988335009342684,1
0.49094695479006917,0.5271110240967397,0.05068516337712284,0
0.54082188356477,0.5576048737198401,0.020779072700848267,0
0.5181458605802248,0.3665425962063975,0.011531848093598274,0
0.4989934465154989,0.32541256333822965,2.419791362447478e-09,0
0.516572948253376,0.4323665802931635,0.8742246116777398,1
0.3817810861392804,0.41264527050730837,0.003908258178446086,0
0.5220354164352682,0.31312373524018877,0.8271256943129699,0
0.40813037644159295,0.2252256058980354,0.0478664877363724,0
0.4231447201659064,0.0743410058355655,0.0012660105721413204,0
0.36146590742453516,0.14037317067301278,0.15647470695893362,0
0.3926262936666162,0.7239249354361864,0.9943562453229995,1
0.37831022895839833,0.6817288245886769,0.9939391961724661,1
0.39267239013524496,0.42106101713493244,0.9995048324920052,1
0.34310731577847275,0.37255164373267413,6.533949587818965e-06,0
0.3791175266002507,0.6753642861539124,0.9895343689375153,1
0.4074068083109624,0.8427415332022643,1.9505594706379994e-07,1
0.4443589610658216,0.25246000947490077,0.0052704722848296885,0
0.4268517048986153,0.16298076849112267,0.00013629537984916694,0
0.3514358899274895,0.650856651663218,0.3440036687846546,1
0.19538419182049366,0.21242255759222406,0.0006511871162728618,0
0.6004192754732295,0.3527715697239144,0.999999788584062,1
0.3930814565321703,0.15862474868872328,7.745319062584897e-06,0
0.3899021715197173,0.6843488132320539,0.9975299457349269,1
0.39385221904629925,0.46800146721824226,0.011334548966815097,0
0.4645692388522743,0.600891323124576,0.996372297046391,1
0.36343268940737145,0.3713076125739974,1.3010306522008824e-12,0
0.39495301852788245,0.46894585489266527,0.01038610202121806,0
0.2751918385115287,0.12839829942128891,1.1823601578374508e-09,0
0.42115449265752125,0.34196521693284926,0.03769219982795389,0
0.3652469725548412,0.46991073180986437,0.9314717252618048,1
0.5660712438304862,0.6058806458033706,0.9999952831826515,0
0.5505932277303368,0.35765694570534784,3.858431480556363e-05,0
0.4423049259953785,0.1676530135367137,2.3186185620882293e-08,0
0.6437288576470324,0.15212903281877804,1.5772963405262464e-07,0
0.6796568675702515,0.6396282714140146,0.9813579792754539,1
0.6330109673694779,0.6835596614080051,0.9934613998919567,1
0.658376606591454,0.7366406389572308,0.8607211089040707,1
0.7059015788803352,0.7145907157146613,0.9990458033103766,1
0.6492805112445938,0.6710796001852659,0.998717778616459,1
0.5938135373604175,0.7423040167720375,0.9907414351280436,1
0.6774892192066073,0.4879042499186769,0.99800152778201,1
0.6405133186409139,0.5435481553156688,0.9596200551887438,1
0.6857050146534817,0.4226299582768223,0.9994981334544684,1
0.4825168812685689,0.2987790852587123,1.0903970113648036e-06,0
0.7059015788803352,0.7145907157146613,0.9990458033103766,1
0.6447647301506372,0.6452558080798506,0.9988859328737276,1
0.623546847519251,0.7392519030389155,7.817271569093923e-05,1
0.7274546012945801,0.7271376056316767,0.9991648708271026,1
0.6847228607020954,0.6459316799160651,0.9986780271179357,1
0.6411228503167548,0.7501778386786223,0.9986068976385231,1
0.6317887878246413,0.6053985686364218,0.012797576857089814,0
0.5679279666178313,0.5028334724154423,0.008572884644716132,0
0.6998833214509625,0.6341442484555764,0.00825540518994797,0
0.6959094594308304,0.6817971172852149,0.9806382134351906,1
0.6330109673694779,0.6835596614080051,0.9934613998919567,1
0.7030289039400802,0.7812629542515073,0.9999295860652151,1
0.5599441592208327,0.43145946523912426,0.673804781317496,0
0.6909139302403527,0.6820116097764795,0.9764985156738623,1
0.6334589872986425,0.6815876662364418,0.9925798486625239,1
0.658376606591454,0.7366406389572308,0.8607211089040707,1
0.6909139302403527,0.6820116097764795,0.9764985156738623,1
0.6168365332871985,0.6599567015825953,0.9651515877660587,1
0.6344328171373238,0.728762594460095,0.9987664642653541,1
0.6684633596043287,0.6553889732705334,0.014069504721162395,0
0.6220370285676626,0.5608890529242843,0.003918727391147894,0
0.74326767916248,0.6970962033821358,0.01679250690441576,0
0.6835052470264178,0.6743985119644743,0.9994673677405742,1
0.6492805112445938,0.6710796001852659,0.998717778616459,1
0.6058110202809173,0.6718990876717701,0.9177349531078166,1
0.6873383575035591,0.6885096571600607,0.019305062338320265,0
0.6207283985549032,0.5704871190075927,0.008514054217820831,0
0.74326767916248,0.6970962033821358,0.01679250690441576,0
0.6386152486119652,0.6581206078656889,0.013689686449572316,0
0.6342188958017594,0.5313988486951708,0.005226253851711941,0
0.6297313268516679,0.5621767653801898,0.0013760186894963553,0
0.7131024193967074,0.5450102232417859,0.18114130298924488,0
0.597673000888811,0.3647367286192521,0.07213366462094702,0
0.6440401336471386,0.38344603750710027,0.005525581157156369,0
0.7087098715541574,0.5589679846744504,0.9814550558188976,1
0.6364831978075343,0.5095706473389613,0.9442183608205502,1
0.6308707663149095,0.44354286255256603,0.9982950643271729,1
0.4605106268405333,0.18166547090445273,0.44053152964264797,0
0.42874127127627487,0.47503404011913414,0.0028507159949685665,0
0.5086166494647264,0.33564046645100437,0.21497637938842856,0
0.5082601235371039,0.23891466395214633,0.000823315361902204,0
0.47339883558413665,0.3001055955840432,0.00667380125745989,0
0.567326345782221,0.20778685589487786,0.8265060167886324,0
0.3740401549243021,0.11507292634694914,0.0008090266765610543,0
