hubert_prob,mfcc_prob,openl3_prob,wav2vec2_prob,label
0.0949673763576029,0.48322084577911373,0.06399896180421823,0.2502561552734637,0
0.04066445483465279,0.4981187162249225,0.014879162075572126,0.5016750060716174,0
0.5515781649869202,0.5990408025270995,0.9827887540307878,0.7485749036431272,1
0.84816458228524,0.7309209077893026,0.5367542522139944,0.24563827979482444,1
0.911717172218625,0.6538654860800465,0.9976697477962596,0.684345600588486,1
0.5041567812796777,0.8402781756414178,0.9945616004618418,0.5001425583098054,1
0.08036854418543532,0.6238641615098691,0.02419325469608998,0.3960538375722987,0
0.6868653095925621,0.5311231809563831,0.05033725549557156,0.3788506964207618,0
0.9244182530695738,0.6550792584993754,0.9976903852909074,0.8193579124852288,1
0.8176592550411539,0.8602053053016905,0.9952873220818783,0.5398383069753648,1
0.9049370314898729,0.6913519517985363,0.9989006508175429,0.776110376667834,1
0.836535356266734,0.8515970103904255,0.9163618845754504,0.6530572159567808,1
0.9358344930723835,0.6679656520504632,0.9957774931297099,0.8667216529893328,1
0.807495841466859,0.8624409036652663,0.982733825306657,0.5330314913685439,1
0.07036654875827354,0.3834727409979828,0.029240188123619455,0.28042908793967153,0
0.02930004998659219,0.5393876383757977,0.019786814427969788,0.6244428031252572,0
0.4688255720512811,0.5209194694367144,0.7702759530472799,0.6354895452830776,0
0.0726543585057615,0.3988936855673949,0.041404564374766445,0.5446986438312561,0
0.0619757213283792,0.43076581041029194,0.04328844853770522,0.241757068596623,0
0.031783838398825065,0.5244729121001064,0.011344268954990218,0.5161950045711341,0
0.07036654875827354,0.3834727409979828,0.029240188123619455,0.28042908793967153,0
0.0368946753875132,0.5518908671653677,0.015417261902262105,0.6068689235670537,0
0.9225903245896208,0.6454062980883997,0.9974332138507302,0.8260403007490982,1
0.8736330420656181,0.8227999417411813,0.9961052328171942,0.5825691318822912,1
0.9225903245896208,0.6454062980883997,0.9974332138507302,0.8260403007490982,1
0.9202688838784672,0.8481876105476848,0.9940088854079062,0.6176181987367362,1
0.9178955327000884,0.6312118176938412,0.9959603699277221,0.7824400952998007,1
0.8736330420656181,0.8227999417411813,0.9961052328171942,0.5825691318822912,1
0.9178955327000884,0.6312118176938412,0.9959603699277221,0.7824400952998007,1
0.8888474708651768,0.8547877985986241,0.9881274290326824,0.5932080198580827,1
0.9276789978535096,0.5649829064467256,0.9991402390572911,0.7469057465882317,1
0.5041567812796777,0.8402781756414178,0.9945616004618418,0.5001425583098054,1
0.9334011193901502,0.5380107696405287,0.4815691075157966,0.46277172784716675,0
0.07287697519811198,0.44081961377955414,0.08977513321701625,0.26197805973659705,0
0.027629720552433616,0.5119351494274765,0.006362404360113873,0.6492787271164193,0
0.40673921470130964,0.25629745966343515,0.0014220443105504113,0.295330858547408,0
0.30354843301676976,0.3237807927368506,0.034389076605292564,0.413601887810169,0
0.026975969845039086,0.030874135559509467,0.0017522405587869407,0.31701281316063856,0
0.0007615250648610434,0.5330324157263897,0.5686363524051082,0.41642772484569784,0
0.004527537923622044,0.4865821226357647,0.0038781952451501407,0.8023754652398969,0
0.038486573925140974,0.1778868884268309,0.0017887239104579485,0.2650239013949416,0
0.7627930342860588,0.48360734544285483,0.9656130587388609,0.5514802096070806,1
0.7758431919395726,0.4495320712480022,0.9748473082100618,0.5596298377709731,1
0.06325623844113204,0.2110857798398111,0.783699916743008,0.4579142415194643,0
0.7596387004053916,0.5633476937571998,0.9787743086237514,0.5828599895410133,1
0.7739907251350103,0.45279236893739894,0.9878434768510164,0.581945277878138,1
0.8432330463747015,0.5294354575048783,0.9811680041835574,0.5670720215690109,1
0.33147053509181024,0.5409784782603825,0.5399433440124948,0.5139960813238853,0
0.43056173489135746,0.27052754459649203,0.995983250469739,0.6527976413641762,0
0.012776617301643577,0.1976212362978404,0.00017894226593333776,0.506608368887161,0
0.3282880777456278,0.19324344568616375,0.007417075293301567,0.238251454380985,0
0.307628508299856,0.2902961207880708,0.022060328830688952,0.3142013879814379,0
0.041283147949920766,0.16856965957575884,6.544483378739536e-05,0.34500043337447756,0
0.7593011938983233,0.4837590038820083,0.970812999137703,0.5549515965934345,1
0.7636864138828532,0.48213100028271183,0.9688316377548157,0.5565514760757021,1
0.7756766266424182,0.45453110953800985,0.9876574655607941,0.5879030161131742,1
0.7598422061360366,0.5631971546223525,0.9788369707335871,0.5842822695986624,1
0.20144071842328032,0.2875019863294424,0.0008837314591088901,0.48710492810221034,0
0.7925668925859968,0.418705062632923,0.9815612899549278,0.6030154014578758,1
0.033995866665666785,0.1443043968480728,3.495896512360662e-05,0.33871779779866135,0
0.05534157987185478,0.31998313624497876,0.0717512622480442,0.4844648708650028,0
0.7997131329636612,0.3440087462863093,0.34286372585626834,0.47277835531652973,0
0.008923682852063138,0.27956420723057945,0.009940539322646623,0.23725983000167203,0
0.0045314186633457244,0.12218809465949988,0.10518849665257074,0.4427096167877194,0
0.9148621927150354,0.2527063234556154,0.014167382402997924,0.32604741766091805,0
0.13012525029161792,0.2853094274843063,0.09494984477746705,0.3793001558339893,0
0.03757456276362277,0.2087588532200537,0.24363406723598863,0.38038960158477,0
0.36553559421587195,0.5731703233363887,0.01700545204332281,0.269978914847452,0
0.2167214531047078,0.2867789072228471,0.001552802551000439,0.39680264955062977,0
0.02046102351603436,0.3979537828971769,0.00039730287041609124,0.5257772522934536,0
0.10476744464961234,0.3066484643819115,0.007577847695442011,0.10825100400126145,0
0.3570924213686737,0.7050188046692357,0.019429055601318024,0.2676990473053224,0
0.028808523252876004,0.6382217354285226,0.00030710381864722063,0.17519613954817573,0
0.06949789890793198,0.2513218469356681,0.00047608192956234436,0.3340806564974824,0
0.042561307039649054,0.22917206523975325,0.0021106828824237743,0.6140759376815121,0
0.3323883452794253,0.6842079052633752,0.0001046986695909896,0.5325370878670267,0
0.9241898922175703,0.349190932550679,0.966013972512596,0.8653578902672244,1
0.9215103745772705,0.3370136787416472,0.9929934023104988,0.841269390866972,1
0.5019656911479189,0.19130835836590213,0.0001161906186177506,0.7469714411239822,0
0.19249247628359378,0.7558081935711866,0.6673099994092649,0.7068679825048124,0
0.9241898922175703,0.349190932550679,0.966013972512596,0.8653578902672244,1
0.9146418055774426,0.46479729825302696,0.9790620534784431,0.8792589448153754,1
0.9241898922175703,0.349190932550679,0.966013972512596,0.8653578902672244,1
0.12685934986552155,0.5679049551601604,0.00013565166860078312,0.549246136448863,0
0.22992281062952474,0.5669264712457803,0.04771760375148413,0.47964212743591006,0
0.059262552202121746,0.1688831898727751,0.00776176724806972,0.3145922888649586,0
0.05111436135784612,0.2905507407413984,0.052722392843604304,0.4474209922051426,0
0.07550339794200381,0.3462482474989862,0.09858840589236048,0.4627708730930581,0
0.9263625936853269,0.4304617809978273,0.9720727805372587,0.843801404677738,1
0.9287451210204026,0.3695745412804903,0.9743934223896669,0.846356796778509,1
0.9146418055774426,0.46479729825302696,0.9790620534784431,0.8792589448153754,1
0.9287451210204026,0.3695745412804903,0.9743934223896669,0.846356796778509,1
0.9148055463406681,0.3287790160759946,0.9911089305217876,0.8575911049817622,1
0.22924887043165948,0.31312723323590574,0.00278091764179295,0.46018409774646585,0
0.06790160887130911,0.290093877481241,0.0012424699282042985,0.5095779379510188,0
0.011363681506819868,0.08070993548619593,0.0013032561770666832,0.5716108597647453,0
0.07686806740425328,0.0402836092050612,0.008300641637701122,0.25841157857747565,0
0.05556136010948257,0.09531686530023294,0.01912405898925243,0.4861397806062794,0
0.09011330299227713,0.5351685436013944,0.009499249305675531,0.3530851997535211,0
0.2974740211985964,0.2762809015809504,0.03915077770863501,0.5117534907515643,0
0.2052355543913542,0.5400080821265514,0.8285883432300685,0.5469821268407683,0
0.948888856900136,0.29540912738354785,0.9518764869058866,0.42915843989327845,1
0.9388204174121544,0.291120548961006,0.9560874111666914,0.38468277033182746,1
0.06349833255016987,0.3441074242762621,0.0004066947168500547,0.3259045634828032,0
0.948888856900136,0.29540912738354785,0.9518764869058866,0.42915843989327845,1
0.948888856900136,0.29540912738354785,0.9518764869058866,0.42915843989327845,1
0.9705593525537114,0.36169756319274754,0.9791465246465251,0.529068439133713,1
0.06385205843270604,0.11304469275407593,0.00037590183153135375,0.4177085664917278,0
0.05820987231157476,0.28928830366241376,0.03297623889742303,0.31497756068751565,0
0.2924830897817045,0.6299622320811927,0.14059214519483856,0.24392619050844455,0
0.39590725102381874,0.33845994955689096,0.47273727430165435,0.5044238448251726,0
0.012468769908754734,0.1737851212122494,0.00027983587669964114,0.29137817023891843,0
0.09892850886626428,0.2778009393138444,0.003261569501412309,0.7658169808261718,0
0.9699591199680391,0.37785986336155714,0.9899788028295015,0.5459791147817112,1
0.37730308336785146,0.12161325865840031,0.18672329955927264,0.5358959977985427,1
0.9605895161322007,0.29317635257828706,0.9666062438455497,0.5098935680610268,1
0.9559046743765974,0.2916874745576092,0.26277569082830055,0.28711351004927554,1
0.02503354952164632,0.49826304441916264,0.03523395932325335,0.35577595469848444,0
0.9682554074517665,0.3088278544290301,0.971953940504651,0.4887485041002427,1
0.049376911316626165,0.27038428475257165,0.018057576963642883,0.7673553763053813,0
0.7491203648870302,0.3982922511160618,0.24328112106509228,0.5994913184272679,0
0.2170163885042575,0.6142738329554321,0.024101072476636107,0.3159417483094718,0
0.291814842382781,0.5243514927488214,0.6776954016280845,0.42999592369943196,0
0.5861060214287445,0.622694885751206,0.41025850524517965,0.2482557697356159,0
0.078580455576306,0.548406599028642,0.06870935281699124,0.2769599139126986,0
0.027673118360503738,0.5568967766265952,0.003418583864581054,0.37087959707970525,0
0.06964580779004147,0.7356272608721283,0.03666354407994949,0.18608422122201584,0
0.988526492405298,0.5731951926092973,0.9704414501471754,0.8356994485076018,1
0.9506654688559276,0.6884207253890794,0.9869284353370434,0.746336430494113,1
0.838822154996155,0.7101733013769443,0.9954498191185998,0.5168710256008117,1
0.9932173362513983,0.5468484216301346,0.9679324800845482,0.8379065960601969,1
0.9188298884931204,0.6485825331206793,0.977462106739027,0.7347654226669805,1
0.8706357898869095,0.6840412848490859,0.9984257738490351,0.6725388363475792,1
0.6829156005900762,0.5335025485133932,0.7719758571679266,0.5352084699778282,0
0.988526492405298,0.5731951926092973,0.9704414501471754,0.8356994485076018,1
0.9518003131206281,0.6710826399988988,0.9776357723124532,0.7467801732441032,1
0.8659547587990571,0.7037040216099026,0.9980793472082411,0.5869343652610166,1
0.9842992885746112,0.5345672917125207,0.9856956919900056,0.7987838038668432,1
0.946994805816198,0.682735425436587,0.9844599668928994,0.756664813823147,1
0.8629691565628252,0.7152036843098161,0.9954261257050778,0.6726538637010749,1
0.9842992885746112,0.5345672917125207,0.9856956919900056,0.7987838038668432,1
0.9509039881869622,0.6473081438757325,0.9818098502209223,0.7482370792896433,1
0.838822154996155,0.7101733013769443,0.9954498191185998,0.5168710256008117,1
0.08292150827812582,0.581802029404724,0.07779189149833843,0.22376632763030452,0
0.027673118360503738,0.5568967766265952,0.003418583864581054,0.37087959707970525,0
0.0008380160543159219,0.6227026681007415,0.02946463279763693,0.2212527176862075,0
0.24725891489251944,0.6189086697666122,0.0037854332960028905,0.197516417242083,0
0.08292150827812582,0.581802029404724,0.07779189149833843,0.22376632763030452,0
0.03375348874220515,0.5006011832930848,0.005166061268303007,0.30301353520576196,0
0.0003694392155611246,0.49971829040947247,0.037467016611436615,0.3144666615140241,0
0.04729094724732073,0.553602031089517,0.07745488656517927,0.2605672319530101,0
0.027673118360503738,0.5568967766265952,0.003418583864581054,0.37087959707970525,0
0.0003694392155611246,0.49971829040947247,0.037467016611436615,0.3144666615140241,0
0.9956785509380316,0.537536182028285,0.9879443851242355,0.8434646895312462,1
0.9509039881869622,0.6473081438757325,0.9818098502209223,0.7482370792896433,1
0.8781559401626303,0.7325142028642098,0.9977418637081986,0.6082144643209257,1
0.9857321033033277,0.6190694322620176,0.9856388777246338,0.8267665634605004,1
0.9506654688559276,0.6884207253890794,0.9869284353370434,0.746336430494113,1
0.8345463700209618,0.7136666036549192,0.9949603811564104,0.5977349350173631,1
0.9842992885746112,0.5345672917125207,0.9856956919900056,0.7987838038668432,1
0.9506654688559276,0.6884207253890794,0.9869284353370434,0.746336430494113,1
